store_id,last_one_hour_uptime,last_one_day_uptime,last_one_week_uptime,last_one_hour_downtime,last_one_day_downtime,last_one_week_downtime
8139926242460185114,0,0,0,60,1440,10080
5415949628544298339,0,0,0,60,1440,10080
3408529570017053440,0,0,0,60,1440,10080
9055649751952768824,0,0,0,60,1440,10080
4428372089193592098,0,0,0,60,1440,10080
2689959411535120475,0,0,0,60,1440,10080
8297996490922435741,0,0,0,60,1440,10080
1050565545391667097,0,0,0,60,1440,10080
3483930781272060942,0,0,0,60,1440,10080
1740222068509982431,0,0,0,60,1440,10080
2859012985063828777,0,0,0,60,1440,10080
3828361964081888905,0,0,0,60,1440,10080
5789640881970906690,0,0,0,60,1440,10080
5723059602183693938,0,0,0,60,1440,10080
4378293333107164443,0,0,0,60,1440,10080
8778651700128892847,0,0,0,60,1440,10080
6666934422919388376,49.12965496666666,167.14684774999998,0,10.870345033333336,1272.85315225,10080
6163165919739157695,0,0,0,60,1440,10080
2190599106298424769,0,0,0,60,1440,10080
2225219938220197351,49.851136116666666,56.002240183333335,0,10.148863883333334,1383.9977598166668,10080
5925159570709352168,0,0,0,60,1440,10080
8175229951397380687,1.2440915666666668,167.20147805,0,58.75590843333333,1272.7985219500001,10080
4292660491880158081,0,0,0,60,1440,10080
6733800122189753654,0,0,0,60,1440,10080
7463734423358941330,0,0,0,60,1440,10080
7622852966095963272,0,298.3535583666666,0,60,1141.6464416333333,10080
6160914795278193489,0,176.94317938333333,0,60,1263.0568206166668,10080
338646328301262317,0,0,0,60,1440,10080
8640972490360190883,0,58.63995438333333,0,60,1381.3600456166666,10080
9058019541301770690,0,0,0,60,1440,10080
4381311595575895588,0,51.76331836666667,0,60,1388.2366816333333,10080
2248905253110987612,0,108.5881592,0,60,1331.4118408,10080
7968584600264951543,51.57948735,117.86185905,0,8.42051265,1322.13814095,10080
1655838063357762151,0,0,0,60,1440,10080
2118894053982561987,0,0,0,60,1440,10080
8471700099357897929,0,0,0,60,1440,10080
8372524645314576802,0,0,0,60,1440,10080
5552924050444994427,0,0,0,60,1440,10080
6921452823375303736,0,0,0,60,1440,10080
4529169694434968721,0,0,0,60,1440,10080
2787020355835455025,0,0,0,60,1440,10080
8971475435584615792,0,0,0,60,1440,10080
1236888576653956449,49.15190831666666,48.74710426666666,0,10.848091683333337,1391.2528957333334,10080
2739250325777580694,0,0,0,60,1440,10080
3114628966267234599,0,0,0,60,1440,10080
2958221658060682960,0,0,0,60,1440,10080
7972619999376644068,0,0,0,60,1440,10080
7786277334741505527,0,0,0,60,1440,10080
7263129728113095915,0,47.562921933333335,0,60,1392.4370780666666,10080
1501752248305324318,0,0,0,60,1440,10080
7959626024093666288,0,0,0,60,1440,10080
5670977555241596822,0,0,0,60,1440,10080
1801116365065971671,0,0,0,60,1440,10080
5938218521494275420,0.70444895,48.18093665,0,59.29555105,1391.81906335,10080
7506757311218522218,0,0,0,60,1440,10080
7902319769656483014,0,0,0,60,1440,10080
5365891606775901565,0,0,0,60,1440,10080
7731628114272740713,0,0,0,60,1440,10080
2870952845845047203,0,0,0,60,1440,10080
4684120169809436364,0,0,0,60,1440,10080
8910898981588710522,0,0,0,60,1440,10080
8523889910428063033,0,0,0,60,1440,10080
8750493480383302874,50.226290266666666,47.8779129,0,9.773709733333334,1392.1220871,10080
8783340632782870568,0,0,0,60,1440,10080
3547443835360588068,0,0,0,60,1440,10080
8959583929144879812,0,0,0,60,1440,10080
2974109706633403181,0,0,0,60,1440,10080
9200325206334396031,0,0,0,60,1440,10080
7665740608437227886,49.12786703333334,50.236109416666665,0,10.872132966666662,1389.7638905833333,10080
5447095752406471819,0,1193.0947785833334,0,60,246.90522141666656,10080
246505907494256090,0,0,0,60,1440,10080
8803894796084290585,0,0,0,60,1440,10080
4474327339142902549,0,0,0,60,1440,10080
1541695097704177827,0,0,0,60,1440,10080
5168885062800076167,0,0,0,60,1440,10080
8285346587034743878,0,0,0,60,1440,10080
5181171500058101260,0,0,0,60,1440,10080
6575266446222613262,0,0,0,60,1440,10080
1678415024862242015,0,49.1552966,0,60,1390.8447034,10080
9111087628624425255,0,0,0,60,1440,10080
6204284763418530336,0,0,0,60,1440,10080
3881760078520801429,0,0,0,60,1440,10080
7292116609046500092,0,0,0,60,1440,10080
4652595129999264905,0,0,0,60,1440,10080
4490168262699716549,0,0,0,60,1440,10080
7250561679095390438,0,353.93387685,0,60,1086.06612315,10080
27099145190781701,56.25632921666667,51.97242735,0,3.7436707833333287,1388.02757265,10080
7700426430210091660,0,0,0,60,1440,10080
7689815792422819661,0,0,0,60,1440,10080
534942062508143963,0,0,0,60,1440,10080
4186055994645210040,0,0,0,60,1440,10080
761150016862176214,0,0,0,60,1440,10080
9007766313027524324,0,0,0,60,1440,10080
7131983716943940560,0,0,0,60,1440,10080
2418585462528908688,0,0,0,60,1440,10080
2680489839325406534,51.401171149999996,50.8689167,0,8.598828850000004,1389.1310833,10080
2921770204752359016,0,0,0,60,1440,10080
4714225106250340108,0,0,0,60,1440,10080
8445695079583663910,0,0,0,60,1440,10080
8238018223692779431,0,0,0,60,1440,10080
2217565331202925858,49.58495163333334,287.40638175,0,10.41504836666666,1152.59361825,10080
8445372164064960268,0,108.67455016666666,0,60,1331.3254498333333,10080
8316894844897055929,0,0,0,60,1440,10080
3676139268965286790,55.904392216666665,298.46264088333334,0,4.095607783333335,1141.5373591166667,10080
4301772298177454840,0,0,0,60,1440,10080
8281805787549037440,0,0,0,60,1440,10080
8018186541496678058,0,0,0,60,1440,10080
4382118344072425968,0,47.6554023,0,60,1392.3445977,10080
6833286636551589412,0,0,0,60,1440,10080
2599611321049050132,0,0,0,60,1440,10080
5172683340926528202,0,113.02820064999999,0,60,1326.97179935,10080
2444571783856717430,0,0,0,60,1440,10080
464344448013588853,0,0,0,60,1440,10080
5531489951592523305,53.474252299999996,52.08310923333333,0,6.525747700000004,1387.9168907666667,10080
7717660522305873406,0,0,0,60,1440,10080
8442155930538555912,0,0,0,60,1440,10080
1406152021548527918,0,107.65684200000001,0,60,1332.343158,10080
2743917683024367670,0,0,0,60,1440,10080
1263313221864352798,0,0,0,60,1440,10080
6033078927093216807,0,0,0,60,1440,10080
5324764130529948850,50.43555281666667,50.173864116666664,0,9.564447183333328,1389.8261358833333,10080
5963244290990414105,0,0,0,60,1440,10080
60457724125785585,0,0,0,60,1440,10080
2485499600567598550,0,0,0,60,1440,10080
7079274467824786529,0,0,0,60,1440,10080
1759100766811847016,0,0,0,60,1440,10080
5953482702228811540,52.17857685,0,0,7.821423150000001,1440,10080
7782135406639936057,0,48.50725533333333,0,60,1391.4927446666666,10080
6561703302272808517,0,0,0,60,1440,10080
2716610122072123243,0.24053259999999999,57.884965683333334,0,59.7594674,1382.1150343166667,10080
5347190332832093080,0,0,0,60,1440,10080
8358338731902291786,0,112.47591051666667,0,60,1327.5240894833332,10080
7494741768470986869,0,169.84127041666667,0,60,1270.1587295833333,10080
5871369041881192916,0,0,0,60,1440,10080
4093637869733340731,0,0,0,60,1440,10080
4944536771765996026,0,0,0,60,1440,10080
5638448267600207795,0,47.404288199999996,0,60,1392.5957118000001,10080
6077660293503601866,0,0,0,60,1440,10080
158406589678859173,0,0,0,60,1440,10080
7614824149049759851,2.848012316666667,112.95459121666666,0,57.15198768333333,1327.0454087833334,10080
4980781886232290796,47.25004893333333,47.29453723333334,0,12.749951066666668,1392.7054627666666,10080
148795032015503980,0,0,0,60,1440,10080
7048905833395581738,0,108.91421011666667,0,60,1331.0857898833333,10080
3520543761789396773,55.28768506666667,0,0,4.712314933333332,1440,10080
7700782639388559644,0,0,0,60,1440,10080
8032203943642240039,48.38240178333333,53.0024372,0,11.617598216666671,1386.9975628,10080
3511697439746388335,0,293.48412618333333,0,60,1146.5158738166667,10080
541109969542481625,50.85473951666667,168.56078664999998,0,9.145260483333331,1271.43921335,10080
2243645196147922938,0.8162739499999999,107.83720293333334,0,59.18372605,1332.1627970666666,10080
8138753161225770962,47.6630531,167.30529506666664,0,12.336946900000001,1272.6947049333335,10080
4564476575467126467,0,47.28387646666667,0,60,1392.7161235333333,10080
2745405131043922955,0,52.67005401666667,0,60,1387.3299459833333,10080
367590061114712815,0,0,0,60,1440,10080
4392262532304212457,0,0,0,60,1440,10080
8204802052972909326,0,58.49915201666667,0,60,1381.5008479833334,10080
8260425251717833965,54.68878531666667,108.1440547,0,5.311214683333333,1331.8559453,10080
2723370672116413902,51.547899466666664,55.22201783333333,0,8.452100533333336,1384.7779821666666,10080
4328591465187020322,0,0,0,60,1440,10080
5013320822136552165,53.24492031666667,53.057950283333334,0,6.755079683333328,1386.9420497166666,10080
7315424696798227151,0,58.0914152,0,60,1381.9085848,10080
84556309993044773,0,0,0,60,1440,10080
5501223155082294021,0,0,0,60,1440,10080
7082578511700830448,0,0,0,60,1440,10080
3735062644644951598,0,0,0,60,1440,10080
6885055584095593568,52.673540333333335,51.81137645,0,7.326459666666665,1388.18862355,10080
2739506591976043860,0,0,0,60,1440,10080
